model,availability,price,barcode
"AC112-008-12Q","2","4524.5000","6009600404892"
"AC112-008-15","0","2897.0000",""
"AC112-012-12Q","6","6008.0000","6009600405332"
"AC115-006-11","2","2553.5000","6009515892265"
"AC115-008-11","2","3130.0000","6009515892272"
"AC115-012-11","2","4297.5000","6009515892289"
"AC116-006-11","1","3531.0000","6009515892296"
"AC116-008-11","11","3487.5000","6009515887247"
"AC116-012-11","1","6942.5000","6009515887254"
"AC117-006-11","392","288.0000","6009515902704"
"AC118-020-11","0","4757.0000","6009515892302"
"AC118-020-13","8","14570.0000","6009515858872"
"AC118-024-11","13","5435.0000","6009515865849"
"AC119-012-12","4","8046.5000","6009515849221"
"AC119-024-14","2","28144.5000","6009515910662"
"AC119-040-11","2","18542.0000",""
"AC120-006-12","98","698.5000","6009515863838"
"AC120-006-14","15","727.0000","6009515855826"
"AC120-008-12","10","1087.5000","6009515817428"
"AC120-008-14","8","1172.0000","6009515864286"
"AC120-012-12","14","1959.0000","6009515858902"
"AC120-012-14","23","1955.0000","6009515863913"
"AC121-008-14","0","910.5000","6009515817572"
"AC122-012-11","8","2689.0000","6009515860691"
"AC1225","46","652.0000","044295122504"
"AC123-006-13","0","5106.5000","6009515902711"
"AC124-006-14","1","746.5000","6009515859701"
"AC124-008-14","6","1076.0000","6009515859718"
"AC125-005-11","6","893.5000","6009515892319"
"AC126-012-11","3","2891.0000","6009515856922"
"AC126-012-12","3","4284.0000","6009515892326"
"AC126-020-11","6","5398.5000","6009515863920"
"AC126-020-12","2","8186.0000","6009515892333"
"AC126-024-11","1","6376.0000","6009515892340"
"AC126-024-12","3","14662.0000","6009515892357"
"AC126-040-11","1","16986.5000","6009515892364"
"AC126-040-12","1","28312.5000","6009515892371"
"AC127-012-11","1","3221.5000","6009515892388"
"AC127-020-11","8","3262.0000","6009515846992"
"AC127-024-11","9","3673.0000","6009515851644"
"AC127-032-11","2","12046.5000","6009515882273"
"AC127-040-11","5","11487.5000","6009515842772"
"AC127-060-11","2","34249.5000","6009515887261"
"AC127-080-11","1","47303.5000","6009515892395"
"AC128-020-11","0","5868.5000","6009515892401"
"AC128-020-12","2","8171.5000","6009515858148"
"AC128-020-21","1","5416.0000",""
"AC128-040-11","1","15724.5000","6009515892418"
"AC129-020-11","2","10035.5000","6009515876128"
"AC129-020-12","1","10414.0000","6009515892425"
"AC129-040-11","1","20594.0000","6009515892432"
"AC13025","173","745.5000","044295130257"
"AC133-006-11","10","3345.5000","6009515851651"
"AC134-006-11","4","3482.0000","6009515887483"
"AC135-006-11","0","2604.5000","6009515851668"
"AC135-008-11","1","4988.5000","6009515863944"
"AC135-012-11","4","5284.5000","6009515892449"
"AC136-006-11","2","4487.0000","6009515846961"
"AC136-008-11","2","5881.0000","6009515892456"
"AC136-012-11","3","7630.5000","6009515845483"
"AC137-006-11","16","1696.5000","6009515818626"
"AC143-006-11","1","2826.5000","6009515882280"
"AC144-006-11","1","2849.5000","6009515892463"
"AC145-006-11","0","3638.5000","6009515892470"
"AC146-006-11","1","3655.5000","6009515892487"
"AC146-012-11","1","6536.5000","6009515892494"
"AC151-006-11","1","5968.5000","6009515892500"
"AC151-012-11","0","5157.5000","6009515892517"
"AC156-001-11","0","7595.0000","6009515892524"
"AC158-012-11","0","5702.5000",""
"AC1623","419","725.0000","044295162302"
"AC170-320-01","0","1696.5000",""
"AC171-006-11","13","1218.0000","6009515845339"
"AC171-008-11","10","1520.0000","6009515859732"
"AC171-012-11","10","3420.5000","6009515863661"
"AC171-020-11","7","6742.0000","6009515882297"
"AC172-008-11","2","3650.0000","6009515863951"
"AC173-006-11","1","3027.5000","6009515863968"
"AC173-008-11","6","3162.0000","6009515862794"
"AC173-012-11","1","6569.0000","6009515862800"
"AC174-006-11","5","2311.5000","6009515862817"
"AC174-008-11","1","3068.5000","6009515862824"
"AC174-012-11","-1","6711.0000","6009515862831"
"AC177-006-11","15","791.5000","6009515845346"
"AC177-008-11","2","1050.0000","6009515823559"
"AC177-012-11","4","1597.5000","6009515858155"
"AC177-020-11","6","2691.0000","6009515863791"
"AC179-000-00","8","326.5000","6009515860301"
"AC180-000-SC4","1","603.0000","6009515892531"
"AC180-001-CP1","1","441.0000","6009515892548"
"AC181-012-11","11","5430.5000","6009515858803"
"AC181-024-11","2","13714.5000","6009515860707"
"AC181-040-11","0","26397.5000","6009515892555"
"AC182-012-11","2","13510.0000","6009515892562"
"AC182-024-11","3","15026.0000","6009515860745"
"AC185-012-11","7","6919.5000","6009515859749"
"AC185-024-11","1","16688.5000","6009515862848"
"AC186-012-11","9","4913.5000","6009515865603"
"AC186-024-11","1","7973.5000","6009515862855"
"AC190101","34","1228.0000","044295901017"
"AC191-012-11","0","7528.0000",""
"AC192-012-11","0","2837.0000",""
"AC197-006-11","0","4759.0000","6009515916138"
"AC2","289","881.0000","044295002004"
"AC200-01","12","2119.5000","6009515845469"
"AC200-03","0","3437.5000","6009515916121"
"AC200-04","0","3484.5000","6009515911423"
"AC210-010-03","1","4570.5000","6009515898229"
"AC211-010-02","1","5705.0000","6009515845353"
"AC211-010-03","3","6032.0000","6009515892579"
"AC211-010-13","6","2534.5000","6009515892593"
"AC211-025-03","3","5609.0000","6009515884147"
"AC211-025-13","1","4273.5000",""
"AC211-050-01","0","10158.5000","6009515845360"
"AC211-050-03","3","10502.5000","6009515901264"
"AC212-010-02","0","2880.5000","6009515892654"
"AC212-010-03","4","3896.0000","6009515901172"
"AC212-010-11","0","1331.5000","6009515892661"
"AC212-010-12","0","1296.0000","6009515892678"
"AC212-025-03","2","4618.5000","6009515892685"
"AC212-025-13","1","2362.5000","6009515892692"
"AC221-003-01","1","3961.5000","6009515892708"
"AC221-003-02","1","3890.0000","6009515892715"
"AC221-003-11","0","670.5000","6009515892722"
"AC221-003-12","0","634.0000","6009515892739"
"AC221-005-01","1","4503.0000","6009515892746"
"AC221-005-02","1","4425.5000","6009515892753"
"AC221-005-11","0","670.5000","6009515892760"
"AC221-005-12","0","634.0000","6009515892777"
"AC221-010-11","0","670.5000","6009515892784"
"AC221-010-12","0","634.0000","6009515892791"
"AC222-001-01","1","1779.0000","6009515892807"
"AC222-001-02","1","1727.5000","6009515892814"
"AC222-003-11","6","975.0000","6009515850470"
"AC222-005-11","6","968.5000","6009515884154"
"AC222-010-11","38","720.5000","6009515842789"
"AC222-010-12Q","1","627.0000","6009515818654"
"AC226-005-11","3","1624.5000","6009515871864"
"AC226-005-12","1","1433.5000","6009515859763"
"AC226-010-11","2","1317.0000","6009515859770"
"AC226-010-12","0","952.0000","6009515859797"
"AC228-003-11","5","1006.5000","6009515849238"
"AC228-005-12","3","1151.0000","6009515850494"
"AC229-020-11","0","1229.5000","6009515859794"
"AC229-020-12","7","1131.5000","6009515859800"
"AC229-030-11","0","1508.5000","6009515859817"
"AC229-030-12","11","1508.5000","6009515859824"
"AC229-050-21","11","2792.0000","6009515863807"
"AC23530","18","891.5000","044295235303"
"AC241-010-01","4","10520.0000","6009515892845"
"AC241-010-11","3","4966.5000","6009515892852"
"AC241-018-01","2","8496.5000","6009515860776"
"AC241-018-11","1","4884.5000","6009515892869"
"AC241-035-01","1","9354.5000","6009515863937"
"AC241-035-11","4","7210.0000","6009515860783"
"AC241-060-01","2","8038.0000","6009515859831"
"AC241-060-11","2","5626.5000","6009515860790"
"AC241-100-01","2","12307.0000","6009515865559"
"AC241-100-11","3","6628.5000","6009515859848"
"AC241-160-01","0","7631.5000","6009515892876"
"AC241-160-02","0","7631.5000","6009515892883"
"AC241-160-11","0","8214.0000","6009515892890"
"AC241-160-12","0","4116.0000","6009515892906"
"AC241-250-01","0","8661.5000","6009515892913"
"AC241-250-11","0","5231.5000","6009515892920"
"AC241-450-01","0","8828.0000","60095158929237"
"AC241-450-11","0","9327.5000","6009515892944"
"AC251-010-01","5","5724.5000","6009515892951"
"AC251-010-11","3","3140.5000","6009515860806"
"AC251-018-01","3","5705.0000","6009515892968"
"AC251-018-11","2","3762.5000","6009515860813"
"AC251-035-01","2","5319.0000","6009515859312"
"AC251-035-11","1","2791.0000","6009515860820"
"AC251-060-01","2","4332.0000","6009515878627"
"AC251-060-11","1","2147.0000","6009515860837"
"AC251-100-01","1","4308.0000","6009515892975"
"AC251-100-11","1","2388.5000","6009515860844"
"AC251-160-01","4","4519.5000","6009515845377"
"AC251-160-02","1","4168.0000","6009515845384"
"AC251-160-11","7","2139.5000","6009515892982"
"AC251-160-12","2","2196.0000","6009515892999"
"AC251-250-01","0","7397.0000","6009515864088"
"AC251-250-11","-3","5279.5000","6009515858810"
"AC251-346-13","0","5112.0000",""
"AC251-450-01","3","7287.5000","6009515893002"
"AC251-450-11","-1","3894.0000","6009515859329"
"AC260-001-01","0","165.0000","6009515909154"
"AC260-001-02","2","119.0000","6009515860066"
"AC260-002-02","3","161.0000","6009515859367"
"AC261-008-11","13","1444.0000","6009515823498"
"AC261-008-12","7","1379.5000","6009515860851"
"AC261-014-01","2","5462.0000","6009515909161"
"AC2610","69","61.8000","044295261036"
"AC2620","-15","77.4000","044295262033"
"AC2630","26","129.0000","044295263030"
"AC2640","107","185.5000","044295264037"
"AC2650","16","234.5000","044295265034"
"AC26545","87","860.5000","044295265454"
"AC2660","80","309.0000","044295266031"
"AC267-115-02","6","357.0000","6009515877057"
"AC268-055-01","18","357.0000","6009515877064"
"AC2680","85","331.5000","044295268035"
"AC270-000-03","1","117.0000","6009515910679"
"AC270-000-07","1","123.5000","6009515910686"
"AC270-000-09","3","92.8000","6009515897314"
"AC270-000-17","5","139.0000","6009515897321"
"AC270-005-01","1","310.0000","6009515850500"
"AC270-005-11","5","497.5000","6009515845452"
"AC27091","26","1246.0000","044295270915"
"AC280-000-12","9","6301.0000","6009515850807"
"AC280-000-56","0","2353.0000",""
"AC280-001-02","0","1353.5000","6009515903145"
"AC280-001-12","8","10484.5000","6009515903138"
"AC280-123-02","0","3256.0000","6009515902810"
"AC280-201-03","0","2627.5000","6009515903121"
"AC281-060-01","25","518.5000","6009515845490"
"AC281-060-02","28","493.5000","6009515819446"
"AC281-080-01","20","665.5000","6009515845506"
"AC281-100-01","8","1320.0000","6009515859855"
"AC282-080-01","10","1961.0000","6009515893019"
"AC282-080-02","13","2561.5000","6009515859862"
"AC282-100-01","15","2866.0000","6009515893026"
"AC283-080-01","6","1082.5000","6009515859879"
"AC286-040-01","4","1881.0000","6009515859886"
"AC29040","32","1788.0000","044295290401"
"AC29050","59","2460.5000","044295290500"
"AC29055","33","3530.5000","044295290555"
"AC29058","79","829.0000","044295290586"
"AC29060","35","2797.0000","044295290609"
"AC291-010-11","2","2214.5000","6009515893033"
"AC29140","12","2236.0000","044295291408"
"AC29160","8","4315.5000","044295291606"
"AC292-300-11","0","1973.5000","6009515893040"
"AC292-300-12","0","1973.5000","6009515893057"
"AC294-060-11","0","10821.5000","6009515915841"
"AC296-700-11","8","7594.0000","6009515859893"
"AC297-003-11","5","3069.5000","6009515877019"
"AC298-020-11","0","12131.0000","6009515915858"
"AC3-0","30","443.5000","044295000307"
"AC300-01","10","2233.5000","6009515893064"
"AC30105","19","4373.5000","044295301053"
"AC311-002-03","0","3321.5000","6009515882679"
"AC311-004-03","2","3126.5000","6009515893071"
"AC313-001-01","4","2317.5000","6009515899677"
"AC313-002-01","10","2558.5000","6009515866259"
"AC313-002-02","7","2891.0000","6009515820343"
"AC313-003-01","7","3732.5000","6009515821159"
"AC313-003-02","5","4064.0000","6009515860868"
"AC313-004-01","4","3684.5000","6009515823122"
"AC313-004-02","4","4778.0000","6009515860875"
"AC316-001-03","0","10671.5000",""
"AC3201T","20","54.4000","044295320160"
"AC3202T","-77","88.8000","044295320269"
"AC3203T","75","120.0000","044295320368"
"AC3204T","91","193.0000","044295320467"
"AC321-001-01","62","640.5000","6009515823139"
"AC321-002-01","40","723.5000","6009515825515"
"AC321-003-01","22","1033.5000","6009515825539"
"AC321-004-01","11","1015.5000","6009515825546"
"AC321-005-01","21","1234.5000","6009515825553"
"AC321-006-01","17","1380.5000","6009515827748"
"AC321-006-06","0","6812.0000","6009515915865"
"AC321-007-01","9","1616.0000","6009515832766"
"AC321-008-01","5","2212.5000","6009600402324"
"AC321-009-01","3","2824.5000","6009515823566"
"AC321-010-01","3","1139.5000","6009515823573"
"AC321-011-01","2","1234.5000","6009515823580"
"AC321-012-01","5","2424.0000","6009515843830"
"AC321-012-12","0","18834.0000",""
"AC32150","1","130.5000","044295321501"
"AC32225","2","203.5000","044295322256"
"AC32400","24","255.5000","044295324007"
"AC325-002-01","3","2427.0000","6009515860318"
"AC325-004-01","3","5394.0000","6009515860325"
"AC325-006-01","6","5389.0000","6009515823597"
"AC325-008-01","5","6362.5000","6009515860332"
"AC325-012-01","0","6857.0000","6009515865856"
"AC325-016-02","5","10090.5000","6009515860349"
"AC326-005-01","4","2834.0000","6009600402331"
"AC327-001-01","0","2228.0000","6009515893088"
"AC327-001-03","4","1881.0000","6009515878832"
"AC327-001-04","4","1891.5000","6009515862886"
"AC327-002-02","1","1366.0000","6009515862893"
"AC327-003-01","2","1235.5000","6009515859909"
"AC327-003-02","0","1184.5000","6009515893101"
"AC327-004-01","2","1882.0000","6009515860011"
"AC327-004-02","0","1801.5000","6009515893118"
"AC329-016-01","2","9029.5000","6009515893125"
"AC329-020-01","2","9314.0000","6009515893132"
"AC329-024-01","7","8764.5000","6009515893149"
"AC329-028-01","0","17714.5000","6009515893156"
"AC329-032-01","0","20882.5000","6009515893163"
"AC329-036-01","0","24316.5000","6009515893170"
"AC329-040-01","0","27221.0000","6009515893187"
"AC3325","82","196.5000","044295332507"
"AC33406","63","516.5000","044295334068"
"AC33412","55","558.0000","044295334129"
"AC33418","87","652.0000","044295334181"
"AC33424","85","678.0000","044295334242"
"AC33436","68","725.0000","044295334365"
"AC33706","6","886.5000","044295337069"
"AC33712","-6","798.0000","044295337120"
"AC33718","8","933.5000","044295337182"
"AC33724","25","975.0000","044295337243"
"AC33736","15","1027.0000","044295337366"
"AC33804","308","134.5000","044295338042"
"AC33808","96","151.5000","044295338080"
"AC33906","22","829.0000","044295339063"
"AC33912","3","881.0000","044295339124"
"AC33924","0","964.5000","044295339247"
"AC33936","6","1142.0000","044295339360"
"AC340-001-01","0","1732.0000","6009515899134"
"AC341-001-01","8","1555.5000","6009515860028"
"AC341-001-02","5","1530.5000","6009515860035"
"AC341-001-03","3","1528.5000","6009515860042"
"AC341-001-04","3","1569.0000","6009515860059"
"AC341-002-01","6","1390.0000","6009515893194"
"AC341-002-02","2","1404.5000","6009515871871"
"AC342-001-01","5","3532.0000","6009515845391"
"AC342-002-01","1","2436.5000","6009515893200"
"AC342-002-02","3","2763.0000","6009515893217"
"AC342-003-01","1","1569.0000","6009515893224"
"AC342-004-01","0","1761.0000","6009515893231"
"AC342-005-01","0","1900.5000","6009515893248"
"AC342-006-01","0","2054.0000","6009515893255"
"AC342-007-01","0","3610.5000","6009515893262"
"AC342-008-01","0","4453.0000","6009515893279"
"AC343-001-01","0","1549.5000","6009515893286"
"AC348-001-01","5","2576.5000","6009515893293"
"AC351-001-01","11","2455.5000","6009515850432"
"AC351-002-01","7","2342.5000","6009515893309"
"AC351-003-01","1","2772.5000","6009515862909"
"AC351-004-01","4","3229.0000","6009515893316"
"AC351-005-01","2","4121.5000","6009515893323"
"AC351-006-01","2","4479.0000","6009515893330"
"AC351-007-01","3","4761.5000","6009515893347"
"AC351-008-01","3","5156.5000","6009515893354"
"AC352-012-01","3","3950.5000","6009515893361"
"AC352-020-01","4","5259.5000","6009515823603"
"AC352-040-01","6","14194.0000","6009515912475"
"AC355-002-01","0","3362.0000",""
"AC355-008-01","1","4569.5000","6009515904319"
"AC355-012-01","0","4827.0000",""
"AC361-001-01","1","9194.0000","6009515893378"
"AC361-002-01","0","9194.0000","6009515893385"
"AC361-003-01","2","8595.5000","6009515860882"
"AC361-004-01","1","9153.5000","6009515860899"
"AC361-005-01","4","10083.5000","6009515860905"
"AC361-006-01","7","9659.0000","6009515858216"
"AC361-007-01","1","9525.5000","6009515860912"
"AC361-008-01","0","10723.5000","6009515860929"
"AC361-009-01","2","10723.5000","6009515860936"
"AC361-010-01","6","11557.5000","6009515860943"
"AC361-011-01","1","12207.0000","6009515860950"
"AC361-012-01","1","13563.0000","6009515860967"
"AC361-013-01","2","14007.5000","6009515860974"
"AC361-305-03","0","16314.5000","6009515893392"
"AC361-509-05","0","34582.0000","6009515893408"
"AC361-913-05","0","41872.5000","6009515893415"
"AC362-001-01","0","5268.0000","6009515893422"
"AC362-002-01","0","5268.0000","6009515893439"
"AC362-003-01","0","5268.0000","6009515893446"
"AC362-004-01","0","3963.0000","6009515893453"
"AC362-005-01","0","3963.0000","6009515893460"
"AC362-006-01","4","5494.0000","6009515893477"
